Team1Index,Team1,Team2Index,Team2,score1,score2,scoreDiff
NA,Montana,NA,Sacramento St.,83,89,-6
NA,Providence,23,Villanova,56,71,-15
NA,Army West Point,NA,Navy,62,69,-7
NA,La Salle,NA,Richmond,84,78,6
NA,A&M-Corpus Christi,NA,UIW,53,72,-19
NA,Troy,NA,Coastal Carolina,65,70,-5
59,Clemson,38,Florida St.,61,80,-19
NA,Southern U.,NA,Alabama A&M,58,68,-10
NA,Idaho St.,NA,Portland St.,43,69,-26
NA,Texas A&M,NA,Ole Miss,50,61,-11
NA,Furman,NA,ETSU,62,71,-9
20,Ohio St.,27,Wisconsin,74,62,12
NA,Duke,NA,Louisville,65,70,-5
NA,Georgia St.,18,App State,61,74,-13
NA,UT Martin,66,Morehead St.,44,76,-32
NA,Utah Valley,NA,St. John's (NY),78,96,-18
55,West Virginia,NA,Kansas St.,69,47,22
NA,Southern Miss.,NA,UTSA,72,78,-6
NA,Charlotte,NA,Fla. Atlantic,74,71,3
NA,Niagara,NA,Quinnipiac,69,78,-9
NA,Western Caro.,NA,Wofford,78,91,-13
NA,Prairie View,NA,Mississippi Val.,77,31,46
NA,Central Ark.,49,Abilene Christian,58,93,-35
NA,Boston U.,NA,Lafayette,81,76,5
NA,Dayton,10,VCU,43,66,-23
46,UCLA,NA,Stanford,72,73,-1
NA,Ga. Southern,NA,South Alabama,48,62,-14
NA,UIC,NA,Youngstown St.,77,85,-8
NA,UC Davis,NA,UC San Diego,78,71,7
NA,Texas St.,NA,ULM,69,63,6
NA,Eastern Ill.,NA,Tennessee St.,54,65,-11
NA,Stetson,NA,Bellarmine,65,76,-11
NA,Purdue Fort Wayne,NA,Green Bay,72,87,-15
NA,Arkansas St.,NA,Louisiana,74,77,-3
NA,Milwaukee,67,Cleveland St.,81,80,1
NA,Little Rock,NA,UT Arlington,61,66,-5
NA,Northwestern St.,NA,Southeastern La.,73,68,5
NA,Jackson St.,NA,Grambling,75,61,14
NA,Western Ky.,NA,Middle Tenn.,82,67,15
NA,Rice,NA,UAB,74,86,-12
NA,Kennesaw St.,NA,North Florida,65,68,-3
NA,San Diego,NA,Portland,78,70,8
NA,Akron,NA,Western Mich.,79,68,11
NA,SIUE,NA,Belmont,62,114,-52
NA,Northern Ky.,NA,Robert Morris,79,74,5
NA,Detroit Mercy,NA,Oakland,82,72,10
NA,Jacksonville St.,NA,Austin Peay,76,70,6
NA,Alcorn,NA,Alabama St.,57,52,5
NA,Miami (OH),NA,Eastern Mich.,85,63,22
NA,Lamar University,NA,SFA,72,102,-30
NA,Pittsburgh,NA,Wake Forest,75,76,-1
NA,DePaul,NA,Marquette,68,61,7
52,Texas Southern,NA,Ark.-Pine Bluff,66,57,9
42,LSU,NA,Kentucky,69,82,-13
NA,Valparaiso,NA,Illinois St.,69,60,9
NA,Mississippi St.,36,Alabama,73,81,-8
NA,New Orleans,NA,Nicholls St.,62,86,-24
NA,McNeese,NA,Houston Baptist,74,71,3
NA,Marist,NA,Rider,76,67,9
NA,CSU Bakersfield,NA,UC Riverside,63,70,-7
NA,Santa Clara,NA,LMU (CA),72,69,3
NA,Northwestern,NA,Penn St.,78,81,-3
13,UC Santa Barbara,NA,CSUN,80,66,14
NA,Saint Peter's,NA,Siena,40,47,-7
43,St. Bonaventure,NA,Duquesne,65,61,4
NA,Cal Poly,NA,UC Irvine,44,67,-23
NA,Jacksonville,NA,North Ala.,54,76,-22
NA,Saint Mary's (CA),NA,San Francisco,67,63,4
61,Georgia Tech,4,Virginia,62,64,-2
NA,South Dakota,NA,Western Ill.,84,74,10
6,Southern California,NA,California,76,68,8
NA,FGCU,NA,Lipscomb,56,71,-15
NA,Hawaii,NA,Cal St. Fullerton,76,53,23
39,Colorado,NA,Washington St.,70,59,11
NA,Kansas City,33,Oral Roberts,58,60,-2
NA,Louisiana Tech,NA,UTEP,73,55,18
NA,North Dakota,NA,South Dakota St.,74,85,-11
NA,Tennessee Tech,NA,Murray St.,63,72,-9
NA,Denver,NA,North Dakota St.,58,84,-26
9,Missouri,57,Tennessee,73,64,9
16,Grand Canyon,NA,Dixie St.,81,46,35
NA,Long Beach St.,NA,California Baptist,75,96,-21
NA,Pacific,1,Gonzaga,49,95,-46
NA,Pepperdine,40,BYU,54,65,-11
64,Oregon St.,7,Oregon,75,64,11
NA,James Madison,NA,Northeastern,79,72,7
62,Rutgers,NA,Indiana,74,70,4
NA,Davidson,NA,Massachusetts,69,60,9
NA,Delaware,NA,UNCW,67,62,5
17,Norfolk St.,NA,Coppin St.,77,81,-4
NA,Carver,NA,Nicholls St.,60,105,-45
NA,Charleston So.,NA,Gardner-Webb,62,74,-12
NA,Stony Brook,NA,NJIT,56,44,12
NA,Western Ky.,NA,Middle Tenn.,68,52,16
NA,Albany (NY),NA,New Hampshire,83,64,19
NA,Presbyterian,NA,High Point,57,81,-24
NA,Towson,NA,Hofstra,69,74,-5
NA,Radford,NA,UNC Asheville,68,76,-8
NA,Lehigh,NA,Holy Cross,82,74,8
NA,Delaware St.,NA,Morgan St.,83,99,-16
NA,Fordham,NA,Rhode Island,42,52,-10
NA,Army West Point,NA,Navy,87,78,9
60,Loyola Chicago,NA,Bradley,69,56,13
NA,Utah,NA,Washington,79,83,-4
NA,Memphis,NA,East Carolina,80,53,27
NA,Nevada,NA,Wyoming,88,93,-5
NA,Boston U.,NA,Lafayette,64,61,3
NA,American,NA,Loyola Maryland,81,79,2
NA,Notre Dame,NA,Miami (FL),73,59,14
NA,Valparaiso,NA,Illinois St.,70,66,4
NA,Kansas City,33,Oral Roberts,81,76,5
58,San Diego St.,NA,Air Force,91,59,32
NA,Radford,NA,UNC Asheville,73,63,10
NA,Charleston So.,NA,Gardner-Webb,71,80,-9
NA,LMU (CA),NA,Portland,75,50,25
NA,Presbyterian,NA,High Point,71,56,15
NA,Western N.M.,NA,New Mexico St.,41,70,-29
NA,Prairie View,NA,Ark.-Pine Bluff,73,56,17
NA,Coe,NA,UNI,60,70,-10
NA,Southern Ill.,NA,Indiana St.,66,69,-3
60,Loyola Chicago,NA,Bradley,65,58,7
63,Syracuse,4,Virginia,58,81,-23
NA,Southern U.,NA,Alabama St.,64,66,-2
24,Texas Tech,55,West Virginia,87,88,-1
29,Utah St.,NA,UNLV,56,59,-3
56,Oklahoma St.,NA,Iowa St.,81,60,21
NA,Arizona St.,NA,Arizona,67,80,-13
NA,Tulsa,NA,Temple,67,76,-9
NA,Southern Ill.,NA,Indiana St.,59,71,-12
NA,Richmond,NA,Saint Joseph's,79,56,23
NA,Western Mich.,14,Ohio,58,81,-23
NA,Kentucky,36,Alabama,59,70,-11
NA,SMU,NA,Memphis,72,76,-4
NA,Mississippi St.,57,Tennessee,53,56,-3
8,Oklahoma,37,Texas,80,79,1
26,North Carolina,NA,Pittsburgh,75,65,10
NA,Toledo,NA,Miami (OH),90,81,9
NA,Fairleigh Dickinson,NA,Saint Francis (PA),94,92,2
NA,Eastern Mich.,NA,Akron,65,86,-21
12,Drake,NA,Missouri St.,68,61,7
NA,SIUE,NA,Eastern Ill.,87,74,13
NA,Butler,41,UConn,51,63,-12
NA,Dayton,NA,Saint Louis,76,71,5
42,LSU,NA,Texas A&M,78,66,12
61,Georgia Tech,NA,Duke,68,75,-7
9,Missouri,NA,Auburn,82,88,-6
NA,Southeast Mo. St.,NA,UT Martin,66,69,-3
NA,Saint Martin's,NA,Portland St.,60,69,-9
40,BYU,NA,Pepperdine,73,76,-3
NA,Fairleigh Dickinson,NA,Saint Francis (PA),82,90,-8
NA,Towson,NA,James Madison,63,78,-15
NA,Merrimack,NA,LIU,68,63,5
NA,Wofford,NA,The Citadel,69,77,-8
NA,Rhode Island,NA,La Salle,73,60,13
NA,Bowling Green,NA,Kent St.,91,96,-5
NA,Duquesne,NA,Fordham,86,62,24
NA,Miami (FL),38,Florida St.,59,81,-22
NA,Vanderbilt,25,Florida,71,78,-7
5,Creighton,NA,Seton Hall,85,81,4
NA,Mercer,48,UNC Greensboro,68,81,-13
28,Virginia Tech,NA,Notre Dame,62,51,11
NA,Penn St.,20,Ohio St.,79,83,-4
NA,Georgia,NA,South Carolina,59,83,-24
NA,Western Caro.,NA,VMI,61,87,-26
NA,Marquette,NA,Providence,63,72,-9
NA,New Orleans,NA,Northwestern St.,73,81,-8
NA,East Carolina,NA,UCF,64,71,-7
NA,Wake Forest,NA,NC State,67,72,-5
NA,Sam Houston,NA,A&M-Corpus Christi,75,70,5
NA,McNeese,NA,Nicholls St.,69,76,-7
NA,Houston Baptist,NA,UIW,73,57,16
NA,SFA,49,Abilene Christian,62,82,-20
NA,Ole Miss,21,Arkansas,59,74,-15
NA,Louisville,59,Clemson,50,54,-4
NA,Boise St.,NA,Colorado St.,56,78,-22
27,Wisconsin,44,Maryland,61,55,6
NA,Kansas St.,19,Baylor,59,107,-48
NA,St. John's (NY),NA,DePaul,81,68,13
NA,Washington St.,39,Colorado,58,70,-12
12,Drake,NA,Missouri St.,78,73,5
NA,Central Ark.,NA,Southeastern La.,57,69,-12
29,Utah St.,NA,UNLV,83,74,9
NA,Merrimack,NA,LIU,68,78,-10
64,Oregon St.,6,Southern California,62,75,-13
45,Michigan St.,62,Rutgers,37,67,-30
NA,Louisiana Tech,NA,Southern Miss.,76,63,13
NA,UTEP,NA,UTSA,79,86,-7
NA,Bradley,NA,Valparaiso,85,91,-6
NA,UNC Asheville,30,Winthrop,80,84,-4
NA,TCU,3,Kansas,51,59,-8
NA,Memphis,NA,SMU,65,67,-2
66,Morehead St.,NA,Jacksonville St.,85,66,19
NA,Tennessee St.,NA,Murray St.,53,73,-20
NA,Weber St.,NA,Idaho,81,56,25
54,Houston,NA,Tulane,83,60,23
NA,UAB,NA,Middle Tenn.,70,59,11
NA,Eastern Ill.,NA,UT Martin,41,51,-10
NA,Belmont,NA,Austin Peay,81,76,5
1,Gonzaga,NA,San Diego,90,62,28
NA,Wyoming,58,San Diego St.,57,87,-30
NA,SIUE,NA,Southeast Mo. St.,62,64,-2
NA,Air Force,NA,San Jose St.,58,59,-1
NA,Stanford,NA,Arizona,73,64,9
NA,New Mexico,NA,Fresno St.,62,64,-2
NA,California,NA,Arizona St.,68,72,-4
NA,UC Irvine,NA,Hawaii,53,51,2
31,North Texas,NA,Rice,79,74,5
NA,Monmouth,NA,Niagara,77,67,10
NA,Carver,NA,N.C. Central,61,94,-33
NA,Detroit Mercy,NA,Youngstown St.,78,75,3
NA,Louisiana,NA,Texas St.,62,60,2
NA,UIC,NA,Northern Ky.,68,72,-4
NA,UNC Asheville,30,Winthrop,57,55,2
NA,FIU,NA,Charlotte,55,63,-8
NA,Longwood,NA,Presbyterian,49,45,4
NA,Milwaukee,NA,IUPUI,68,73,-5
NA,Bellarmine,NA,Kennesaw St.,84,67,17
65,Liberty,NA,Jacksonville,59,54,5
NA,Stetson,NA,FGCU,63,64,-1
NA,High Point,NA,Gardner-Webb,59,55,4
18,App State,NA,Troy,62,71,-9
NA,CSUN,NA,Cal Poly,70,76,-6
NA,North Ala.,NA,North Florida,82,78,4
14,Ohio,NA,Buffalo,76,75,1
NA,Green Bay,67,Cleveland St.,68,74,-6
13,UC Santa Barbara,NA,UC Davis,72,51,21
NA,Oakland,NA,Purdue Fort Wayne,81,66,15
NA,ULM,NA,Little Rock,62,66,-4
NA,Charleston So.,NA,Campbell,58,59,-1
NA,North Dakota St.,NA,Kansas City,71,67,4
NA,Tarleton St.,NA,Utah Valley,60,73,-13
NA,Omaha,NA,South Dakota,59,91,-32
NA,Manhattan,NA,Saint Peter's,55,59,-4
NA,Northern Colo.,NA,Northern Ariz.,64,68,-4
NA,Western Ill.,NA,North Dakota,81,83,-2
NA,Coastal Carolina,NA,Ga. Southern,79,62,17
NA,UT Arlington,NA,Arkansas St.,75,83,-8
NA,Robert Morris,NA,Wright St.,70,79,-9
NA,Dixie St.,NA,California Baptist,74,89,-15
NA,New Mexico St.,16,Grand Canyon,62,70,-8
2,Iowa,53,Illinois,75,80,-5
NA,Cal St. Fullerton,NA,CSU Bakersfield,90,84,6
NA,Boise St.,NA,Colorado St.,85,77,8
NA,UC Irvine,NA,Hawaii,61,62,-1
NA,Tulsa,NA,East Carolina,77,68,9
36,Alabama,8,Oklahoma,61,66,-5
59,Clemson,NA,Duke,53,79,-26
NA,Loyola Maryland,NA,Navy,52,70,-18
NA,Texas A&M,NA,Kansas St.,68,61,7
NA,Siena,NA,Marist,54,55,-1
NA,Furman,NA,Western Caro.,75,69,6
NA,Providence,47,Georgetown,72,73,-1
NA,Hofstra,NA,UNCW,82,73,9
NA,William & Mary,NA,Towson,84,74,10
NA,La Salle,10,VCU,62,73,-11
NA,New Hampshire,NA,Binghamton,44,65,-21
25,Florida,55,West Virginia,85,80,5
NA,George Mason,43,St. Bonaventure,67,84,-17
NA,TCU,9,Missouri,98,102,-4
NA,Bucknell,NA,Lehigh,84,70,14
24,Texas Tech,42,LSU,76,71,5
34,Hartford,NA,Stony Brook,59,57,2
NA,Florida A&M,NA,N.C. A&T,58,70,-12
NA,Sacred Heart,51,Mount St. Mary's,61,58,3
NA,Miami (FL),NA,Wake Forest,54,66,-12
NA,Elon,NA,Delaware,43,66,-23
NA,Ball St.,NA,Akron,42,74,-32
66,Morehead St.,NA,Tennessee Tech,74,55,19
32,Colgate,NA,Holy Cross,74,63,11
NA,Western Mich.,NA,Miami (OH),56,65,-9
NA,Utah,39,Colorado,77,74,3
NA,Milwaukee,NA,IUPUI,83,76,7
49,Abilene Christian,NA,UIW,75,67,8
NA,Southern Miss.,NA,Louisiana Tech,62,65,-3
NA,Morgan St.,NA,Coppin St.,79,76,3
27,Wisconsin,NA,Penn St.,71,81,-10
NA,Bluefield St.,NA,Lipscomb,56,89,-33
NA,Weber St.,NA,Idaho,81,62,19
23,Villanova,NA,Seton Hall,80,72,8
NA,UNI,NA,Southern Ill.,74,62,12
NA,UCF,11,Wichita St.,88,93,-5
NA,The Citadel,NA,ETSU,84,112,-28
NA,Longwood,NA,Presbyterian,54,66,-12
NA,Bellarmine,NA,Kennesaw St.,84,79,5
NA,Central Mich.,NA,Kent St.,76,83,-7
NA,Coastal Carolina,NA,Ga. Southern,58,61,-3
38,Florida St.,61,Georgia Tech,65,76,-11
NA,Rhode Island,NA,Dayton,56,67,-11
NA,Auburn,19,Baylor,72,84,-12
21,Arkansas,56,Oklahoma St.,77,81,-4
NA,Alabama A&M,NA,Prairie View,57,79,-22
NA,Mercer,NA,Wofford,69,72,-3
NA,Monmouth,NA,Niagara,74,83,-9
NA,FIU,NA,Charlotte,65,68,-3
NA,LIU,NA,St. Francis Brooklyn,102,88,14
NA,Southern U.,NA,Alcorn,76,59,17
NA,Delaware St.,17,Norfolk St.,66,94,-28
NA,Robert Morris,NA,Wright St.,56,86,-30
NA,North Ala.,NA,North Florida,72,82,-10
NA,Detroit Mercy,NA,Youngstown St.,77,72,5
NA,Tennessee St.,NA,Austin Peay,56,71,-15
NA,Toledo,NA,Bowling Green,84,66,18
NA,ULM,NA,Little Rock,49,65,-16
NA,New Orleans,NA,Southeastern La.,73,79,-6
NA,Louisiana,NA,Texas St.,74,73,1
NA,UT Arlington,NA,Arkansas St.,65,64,1
18,App State,NA,Troy,59,65,-6
NA,High Point,NA,Gardner-Webb,72,69,3
NA,Northwestern St.,NA,Central Ark.,81,77,4
NA,California,NA,Arizona,50,71,-21
NA,SIUE,NA,UT Martin,76,60,16
NA,UIC,NA,Northern Ky.,67,69,-2
NA,Charleston So.,NA,Campbell,67,75,-8
NA,Xavier,NA,Butler,68,55,13
NA,McNeese,NA,Lamar University,56,64,-8
4,Virginia,28,Virginia Tech,51,65,-14
NA,Pacific,40,BYU,87,95,-8
NA,Air Force,NA,San Jose St.,62,75,-13
3,Kansas,57,Tennessee,61,80,-19
65,Liberty,NA,Jacksonville,64,58,6
NA,Ole Miss,NA,Georgia,61,71,-10
NA,Iowa St.,NA,Mississippi St.,56,95,-39
NA,Eastern Ill.,NA,Southeast Mo. St.,44,75,-31
NA,Mississippi Val.,NA,Jackson St.,56,106,-50
NA,Ark.-Pine Bluff,NA,Grambling,71,74,-3
NA,Stetson,NA,FGCU,77,66,11
NA,New Mexico,NA,Fresno St.,55,65,-10
NA,Central Conn. St.,NA,Saint Francis (PA),59,62,-3
NA,Bryant,NA,Fairleigh Dickinson,79,81,-2
NA,Green Bay,67,Cleveland St.,65,73,-8
13,UC Santa Barbara,NA,UC Davis,89,86,3
NA,Oakland,NA,Purdue Fort Wayne,82,75,7
NA,VMI,48,UNC Greensboro,59,76,-17
NA,Saint Joseph's,NA,Duquesne,50,67,-17
NA,CSUN,NA,Cal Poly,64,51,13
64,Oregon St.,46,UCLA,52,57,-5
NA,Minnesota,22,Purdue,62,81,-19
NA,Tarleton St.,NA,Utah Valley,70,62,8
NA,Manhattan,NA,Saint Peter's,54,68,-14
NA,Omaha,NA,South Dakota,93,97,-4
NA,Stanford,NA,Arizona St.,75,79,-4
NA,North Dakota St.,NA,Kansas City,47,49,-2
NA,Notre Dame,NA,Pittsburgh,84,58,26
1,Gonzaga,NA,Pepperdine,97,75,22
5,Creighton,NA,DePaul,69,62,7
NA,South Carolina,NA,Vanderbilt,81,93,-12
NA,Belmont,NA,Murray St.,72,71,1
NA,Western Ill.,NA,North Dakota,99,87,12
NA,Alabama St.,52,Texas Southern,73,80,-7
NA,New Mexico St.,16,Grand Canyon,53,65,-12
NA,Dixie St.,NA,California Baptist,79,75,4
NA,UTSA,NA,UTEP,51,69,-18
NA,Wyoming,58,San Diego St.,71,98,-27
NA,Cal St. Fullerton,NA,CSU Bakersfield,73,83,-10
NA,Tulane,NA,Temple,81,64,17
NA,Hofstra,NA,UNCW,89,83,6
NA,William & Mary,NA,Towson,75,74,1
45,Michigan St.,20,Ohio St.,62,79,-17
NA,SMU,54,Houston,48,70,-22
68,Drexel,NA,James Madison,64,73,-9
NA,New Hampshire,NA,Binghamton,71,65,6
NA,Elon,NA,Delaware,70,75,-5
NA,Sacred Heart,51,Mount St. Mary's,64,76,-12
NA,UMBC,NA,NJIT,65,69,-4
34,Hartford,NA,Stony Brook,49,63,-14
NA,Lehigh,NA,Bucknell,68,92,-24
NA,Sacramento St.,15,Eastern Wash.,60,68,-8
NA,Illinois St.,12,Drake,76,78,-2
NA,Middle Tenn.,NA,UAB,52,63,-11
NA,Siena,NA,Marist,63,50,13
60,Loyola Chicago,NA,Missouri St.,72,46,26
NA,St. John's (NY),NA,Marquette,75,73,2
NA,Rice,31,North Texas,53,79,-26
NA,Sam Houston,NA,SFA,68,78,-10
NA,Florida A&M,NA,N.C. A&T,65,67,-2
NA,Valparaiso,NA,Evansville,52,70,-18
NA,Bradley,NA,Indiana St.,57,60,-3
NA,Bryant,NA,Fairleigh Dickinson,84,95,-11
NA,Central Conn. St.,NA,Saint Francis (PA),85,77,8
32,Colgate,NA,Holy Cross,78,60,18
NA,UNI,NA,Southern Ill.,68,71,-3
NA,NC State,63,Syracuse,73,76,-3
NA,UC San Diego,NA,UC Riverside,59,71,-12
62,Rutgers,NA,Northwestern,64,56,8
NA,Washington St.,NA,Washington,77,62,15
NA,UNLV,NA,Nevada,60,89,-29
NA,The Citadel,NA,Western Caro.,75,76,-1
61,Georgia Tech,NA,Louisville,58,74,-16
NA,Sacramento St.,15,Eastern Wash.,79,94,-15
NA,Austin Peay,NA,SIUE,74,59,15
NA,Bradley,NA,Indiana St.,55,67,-12
NA,Carver,NA,Stetson,56,110,-54
NA,Valparaiso,NA,Evansville,51,58,-7
NA,Fla. Memorial,NA,FIU,74,90,-16
NA,ETSU,NA,Wofford,62,67,-5
NA,Illinois St.,12,Drake,60,95,-35
NA,Duke,NA,Miami (FL),75,77,-2
NA,Murray St.,NA,Southeast Mo. St.,77,60,17
60,Loyola Chicago,NA,Missouri St.,70,50,20
NA,UCF,NA,Memphis,69,96,-27
NA,Alabama A&M,52,Texas Southern,49,66,-17
NA,Alabama St.,NA,Prairie View,63,87,-24
NA,Ark.-Pine Bluff,NA,Jackson St.,55,63,-8
NA,Mississippi Val.,NA,Grambling,72,85,-13
8,Oklahoma,24,Texas Tech,52,57,-5
NA,South Carolina St.,NA,N.C. Central,77,91,-14
NA,UMBC,NA,NJIT,75,71,4
14,Ohio,NA,Central Mich.,83,69,14
NA,Wake Forest,NA,Notre Dame,58,79,-21
NA,Butler,NA,Marquette,67,70,-3
NA,Miami (OH),NA,Kent St.,68,77,-9
NA,Buffalo,NA,Ball St.,78,58,20
NA,Eastern Ill.,NA,SIUE,70,61,9
22,Purdue,44,Maryland,60,61,-1
19,Baylor,37,Texas,83,69,14
NA,South Carolina St.,NA,N.C. Central,63,64,-1
NA,Spring Hill,NA,Troy,73,90,-17
45,Michigan St.,2,Iowa,78,84,-6
57,Tennessee,NA,Ole Miss,50,52,-2
NA,Akron,NA,Toledo,76,91,-15
26,North Carolina,59,Clemson,50,63,-13
NA,Georgia,NA,Auburn,91,86,5
55,West Virginia,NA,Iowa St.,76,72,4
NA,Eastern Ky.,NA,Jacksonville St.,86,82,4
NA,Kansas St.,3,Kansas,51,74,-23
NA,Morgan St.,NA,Coppin St.,95,82,13
NA,Penn St.,27,Wisconsin,56,72,-16
NA,Dayton,NA,Duquesne,64,69,-5
NA,Mississippi St.,21,Arkansas,45,61,-16
53,Illinois,NA,Indiana,75,71,4
NA,UNLV,NA,Nevada,62,72,-10
6,Southern California,NA,Stanford,72,66,6
NA,Elon,NA,James Madison,57,78,-21
NA,Fordham,NA,Massachusetts,54,60,-6
54,Houston,NA,East Carolina,73,82,-9
NA,South Carolina,25,Florida,72,66,6
10,VCU,NA,Rhode Island,63,62,1
NA,Western Mich.,NA,Bowling Green,76,70,6
NA,Saint Louis,NA,La Salle,75,82,-7
NA,VMI,NA,Wofford,84,80,4
NA,Chattanooga,NA,Western Caro.,74,67,7
42,LSU,36,Alabama,60,78,-18
NA,Seton Hall,NA,Providence,60,43,17
48,UNC Greensboro,NA,The Citadel,85,66,19
NA,Kentucky,9,Missouri,70,75,-5
28,Virginia Tech,NA,Pittsburgh,72,83,-11
NA,ETSU,NA,Mercer,70,64,6
NA,UIW,NA,Lamar University,67,58,9
NA,SFA,NA,A&M-Corpus Christi,84,75,9
NA,Tulane,11,Wichita St.,67,75,-8
NA,UCF,NA,Memphis,61,75,-14
56,Oklahoma St.,NA,TCU,78,81,-3
4,Virginia,NA,NC State,64,57,7
47,Georgetown,5,Creighton,86,79,7
23,Villanova,NA,St. John's (NY),59,70,-11
NA,SMU,NA,Tulsa,65,63,2
NA,Tennessee St.,NA,SIUE,60,68,-8
NA,Saint Francis (PA),NA,Merrimack,62,68,-6
NA,Wagner,NA,St. Francis Brooklyn,74,67,7
NA,USC Upstate,NA,Radford,61,63,-2
NA,Presbyterian,NA,Gardner-Webb,53,59,-6
NA,Fairleigh Dickinson,NA,LIU,78,70,8
NA,Arizona,NA,Utah,58,73,-15
NA,Cincinnati,NA,Temple,63,60,3
NA,Murray St.,66,Morehead St.,56,66,-10
NA,Austin Peay,NA,Eastern Ky.,94,79,15
20,Ohio St.,2,Iowa,89,85,4
40,BYU,NA,Portland,105,60,45
NA,Belmont,NA,Eastern Ill.,89,61,28
NA,Montana St.,NA,Weber St.,88,96,-8
NA,Stanford,NA,California,70,55,15
NA,Washington,64,Oregon St.,71,91,-20
NA,Colorado St.,NA,Wyoming,74,72,2
29,Utah St.,NA,Fresno St.,69,53,16
NA,Tennessee Tech,NA,Southeast Mo. St.,64,68,-4
NA,Minnesota,62,Rutgers,72,76,-4
1,Gonzaga,NA,Pacific,76,58,18
NA,Jacksonville St.,NA,UT Martin,82,70,12
15,Eastern Wash.,NA,Idaho,89,75,14
NA,Montana,NA,Portland St.,70,64,6
NA,Washington St.,7,Oregon,74,71,3
NA,Cal Poly,NA,Hawaii,68,84,-16
NA,North Dakota,NA,Denver,85,82,3
NA,Southern Miss.,NA,Rice,62,88,-26
NA,UMass Lowell,NA,New Hampshire,74,69,5
NA,Wagner,NA,St. Francis Brooklyn,84,81,3
NA,Saint Francis (PA),NA,Merrimack,54,59,-5
NA,Fairleigh Dickinson,NA,LIU,77,62,15
NA,IUPUI,NA,Green Bay,80,71,9
NA,Little Rock,NA,Texas St.,47,57,-10
NA,USC Upstate,NA,Radford,66,102,-36
NA,Lancaster Bible,65,Liberty,49,90,-41
NA,Purdue Fort Wayne,NA,Detroit Mercy,72,82,-10
NA,Northern Ky.,NA,Milwaukee,87,73,14
NA,Louisiana,NA,Arkansas St.,87,95,-8
NA,Jacksonville,NA,Bellarmine,56,71,-15
NA,Coastal Carolina,NA,South Alabama,65,71,-6
NA,George Mason,NA,Dayton,65,74,-9
NA,Ga. Southern,NA,Troy,56,68,-12
NA,Charlotte,NA,Middle Tenn.,65,66,-1
NA,North Ala.,NA,FGCU,60,86,-26
NA,Marshall,NA,Old Dominion,81,82,-1
NA,Akron,NA,Kent St.,72,61,11
NA,Presbyterian,NA,Gardner-Webb,64,91,-27
NA,UTSA,NA,FIU,87,80,7
44,Maryland,NA,Penn St.,50,55,-5
67,Cleveland St.,NA,Oakland,80,72,8
NA,UC Davis,NA,CSUN,77,80,-3
NA,CSU Bakersfield,NA,UC Irvine,53,70,-17
NA,ULM,NA,UT Arlington,56,63,-7
NA,Youngstown St.,NA,Robert Morris,84,78,6
NA,UTEP,NA,UAB,51,63,-12
NA,Western Ill.,NA,Omaha,85,77,8
NA,Wright St.,NA,UIC,72,47,25
NA,Louisiana Tech,31,North Texas,68,63,5
NA,Lipscomb,NA,Stetson,68,73,-5
NA,South Dakota,NA,South Dakota St.,64,56,8
33,Oral Roberts,NA,North Dakota St.,54,61,-7
NA,Monmouth,NA,Manhattan,70,65,5
NA,Seattle U,NA,Dixie St.,76,77,-1
NA,California Baptist,NA,New Mexico St.,85,75,10
NA,Boise St.,NA,Nevada,72,74,-2
NA,Cal Poly,NA,Hawaii,64,81,-17
NA,Iowa St.,8,Oklahoma,72,79,-7
NA,DePaul,NA,Butler,58,68,-10
NA,Seton Hall,41,UConn,80,73,7
NA,Toledo,NA,Ball St.,67,81,-14
36,Alabama,9,Missouri,65,68,-3
NA,NC State,NA,Boston College,81,65,16
28,Virginia Tech,NA,Miami (FL),80,76,4
NA,La Salle,NA,Fordham,68,76,-8
NA,UMass Lowell,NA,New Hampshire,63,74,-11
NA,Western Caro.,NA,The Citadel,63,74,-11
NA,Towson,NA,Col. of Charleston,88,90,-2
NA,Belmont,NA,SIUE,94,62,32
NA,North Dakota,NA,Denver,81,85,-4
NA,Louisiana Tech,31,North Texas,55,57,-2
NA,Benedictine Mesa,NA,Southern Utah,58,110,-52
NA,UTSA,NA,FIU,90,47,43
NA,Miami (OH),NA,Buffalo,64,88,-24
NA,Western Mich.,NA,Central Mich.,67,65,2
3,Kansas,55,West Virginia,79,91,-12
NA,Montana St.,NA,Weber St.,74,82,-8
68,Drexel,NA,Hofstra,73,71,2
NA,Evansville,60,Loyola Chicago,55,68,-13
NA,East Carolina,NA,Memphis,59,66,-7
NA,Austin Peay,66,Morehead St.,74,75,-1
12,Drake,NA,Valparaiso,80,77,3
NA,St. John's (NY),NA,Providence,92,81,11
NA,Delaware St.,NA,Morgan St.,69,74,-5
43,St. Bonaventure,NA,Saint Louis,59,70,-11
63,Syracuse,59,Clemson,61,78,-17
27,Wisconsin,53,Illinois,60,75,-15
NA,Northern Ky.,NA,Milwaukee,79,65,14
37,Texas,56,Oklahoma St.,67,75,-8
NA,Our Lady of the Lake,54,Houston,46,112,-66
NA,McNeese,NA,Central Ark.,80,70,10
NA,Southern Miss.,NA,Rice,68,76,-8
NA,Missouri St.,NA,Illinois St.,74,67,7
NA,Montana,NA,Portland St.,56,61,-5
NA,Idaho,15,Eastern Wash.,64,90,-26
